"","accepted_symbol","scientific_name","fire_resistance","growth_rate","height","drought_tolerance","fire_tolerance","moisture_use","planting_density","root_depth","bloom_period","growth_habit","growth_period"
"1719","RUCU","Rubus cuneifolius","No","Moderate",3,"Low","High","Medium",2700,10,"Mid Spring","Subshrub","Spring"
"1720","RUFL","Rubus flagellaris","No","Rapid",3,"Low","High","High",3450,6,"Late Spring","Subshrub","Spring"
"1721","RUHI","Rubus hispidus","No","Moderate",2,"Medium","Medium","High",3450,12,"Spring","Subshrub","Spring"
"1722","RULA","Rubus laciniatus","No","Rapid",12,"Low","High","Medium",4800,12,"Early Summer","Vine","Spring"
"1723","RULA","Rubus laciniatus","No","Rapid",12,"Low","High","Medium",4800,12,"Early Summer","Subshrub","Spring"
"1724","RULE","Rubus leucodermis","No","Rapid",1,"Low","High","Medium",4800,12,"Late Spring","Subshrub","Spring"
"1725","RULE","Rubus leucodermis","No","Rapid",1,"Low","High","Medium",4800,12,"Late Spring","Vine","Spring"
"1726","RUOC","Rubus occidentalis","No","Rapid",6,"Medium","High","Medium",4800,12,"Mid Spring","Subshrub","Spring"
"1727","RUOD","Rubus odoratus","No","Rapid",5,"Medium","High","Medium",1200,16,"Late Spring","Subshrub","Spring"
"1728","RUPA","Rubus parviflorus","No","Rapid",4,"Medium","High","High",4800,12,"Spring","Subshrub","Spring"
"1729","RUSP","Rubus spectabilis","No","Moderate",12,"High","High","Medium",2700,10,"Early Spring","Vine","Spring"
"1730","RUSP","Rubus spectabilis","No","Moderate",12,"High","High","Medium",2700,10,"Early Spring","Subshrub","Spring"
"1731","RUUR","Rubus ursinus","No","Rapid",2,"Medium","High","Medium",2700,14,"Early Spring","Subshrub","Spring"
"1732","RULA3","Rudbeckia laciniata","No","Rapid",8,"High","None","Low",10912,12,"Late Summer","Subshrub","Spring"
"1733","RULA3","Rudbeckia laciniata","No","Rapid",8,"High","None","Low",10912,12,"Late Summer","Forb/herb","Spring"
"1734","RUMA3","Rudbeckia maxima","No","Rapid",10,"None","None","High",10912,12,"Summer","Forb/herb","Spring"
"1735","RUNI3","Rudbeckia nitida","No","Rapid",5,"Low","None","High",18000,6,"Late Spring","Forb/herb","Spring"
"1736","RUHU","Ruellia humilis","No","Moderate",3,"Medium","None","Low",43560,4,"Summer","Forb/herb","Summer"
"1737","RUST2","Ruellia strepens","No","Moderate",4,"Medium","None","Low",43560,6,"Early Spring","Forb/herb","Spring"
"1738","RUMA4","Rumex maritimus","No","Rapid",2,"None","High","High",4800,12,"Late Spring","Forb/herb","Spring"
"1739","RUMA5","Ruppia maritima","No","Rapid",0,"None","High","High",2700,4,"Mid Spring","Forb/herb","Spring"
"1740","SAMI8","Sabal minor","Yes","Slow",9,"None","Medium","High",100,18,"Late Spring","Tree","Spring"
"1741","SAMI8","Sabal minor","Yes","Slow",9,"None","Medium","High",100,18,"Late Spring","Shrub","Spring"
"1742","SAPA","Sabal palmetto","Yes","Slow",90,"Low","Low","Medium",1200,18,"Summer","Tree","Spring"
"1743","SABR18","Saccharum brevibarbe","No","Moderate",6,"Medium","Medium","Medium",4800,16,"Fall","Graminoid","Summer"
"1744","SAGI","Saccharum giganteum","No","Rapid",10,"None","None","Medium",4800,24,"Summer","Graminoid","Summer"
"1745","SAOF","Saccharum officinarum","Yes","Rapid",12,"High","High","Medium",11000,24,"Late Winter","Graminoid","Spring"
"1746","SARA3","Saccharum ravennae","No","Rapid",7,"Medium","High","Medium",1800,14,"Early Summer","Graminoid","Spring"
"1747","SAST","Sacciolepis striata","No","Moderate",3,"Medium","Low","Low",20000,12,"Early Summer","Graminoid","Summer"
"1748","SAPL","Sagittaria platyphylla","No","Rapid",3,"None","High","High",4800,12,"Mid Summer","Forb/herb","Spring"
"1749","SASE10","Salix ×sepulcralis","No","Rapid",70,"Medium","High","High",300,24,"Early Spring","Tree","Spring"
"1750","SAAL2","Salix alba","Yes","Rapid",70,"Low","High","High",300,16,"Early Spring","Tree","Spring"
"1751","SAAM2","Salix amygdaloides","No","Rapid",60,"Low","High","High",700,30,"Late Spring","Tree","Spring"
"1752","SAAM2","Salix amygdaloides","No","Rapid",60,"Low","High","High",700,30,"Late Spring","Shrub","Spring"
"1753","SABE2","Salix bebbiana","No","Moderate",12,"None","High","High",4800,16,"Mid Spring","Tree","Spring"
"1754","SABE2","Salix bebbiana","No","Moderate",12,"None","High","High",4800,16,"Mid Spring","Shrub","Spring"
"1755","SABO2","Salix boothii","No","Rapid",24,"Low","Medium","High",11000,12,"Late Spring","Shrub","Spring"
"1756","SACA4","Salix candida","No","Rapid",6,"Low","High","High",1700,18,"Late Spring","Shrub","Spring"
"1757","SACA5","Salix caroliniana","No","Rapid",33,"Medium","Medium","High",700,20,"Early Spring","Tree","Spring"
"1758","SADI","Salix discolor","No","Rapid",40,"Low","Medium","High",700,20,"Winter","Tree","Spring"
"1759","SADI","Salix discolor","No","Rapid",40,"Low","Medium","High",700,20,"Winter","Shrub","Spring"
"1760","SADR","Salix drummondiana","No","Rapid",12,"Low","High","High",2724,20,"Early Spring","Shrub","Spring"
"1761","SAER","Salix eriocephala","No","Rapid",52,"Low","Medium","High",700,20,"Spring","Tree","Spring"
"1762","SAER","Salix eriocephala","No","Rapid",52,"Low","Medium","High",700,20,"Spring","Shrub","Spring"
"1763","SAEX","Salix exigua","No","Rapid",10,"Medium","High","High",1200,20,"Early Spring","Tree","Spring"
"1764","SAEX","Salix exigua","No","Rapid",10,"Medium","High","High",1200,20,"Early Spring","Shrub","Spring"
"1765","SAGE2","Salix geyeriana","Yes","Rapid",15,"None","High","High",6000,6,"Spring","Tree","Spring"
"1766","SAGE2","Salix geyeriana","Yes","Rapid",15,"None","High","High",6000,6,"Spring","Shrub","Spring"
"1767","SAGO","Salix gooddingii","No","Rapid",40,"Medium","High","High",700,28,"Early Spring","Tree","Spring"
"1768","SAHO","Salix hookeriana","No","Moderate",26,"None","High","High",11000,20,"Early Spring","Tree","Spring"
"1769","SAHO","Salix hookeriana","No","Moderate",26,"None","High","High",11000,20,"Early Spring","Shrub","Spring"
"1770","SAHU2","Salix humilis","No","Rapid",10,"Low","High","High",1700,10,"Spring","Shrub","Spring"
"1771","SALE","Salix lemmonii","No","Rapid",14,"Low","High","High",2700,20,"Early Spring","Shrub","Spring"
"1772","SALU","Salix lucida","No","Rapid",13,"Low","High","High",1700,10,"Spring","Shrub","Spring"
"1773","SALU","Salix lucida","No","Rapid",13,"Low","High","High",1700,10,"Spring","Tree","Spring"
"1774","SALUL","Salix lucida ssp. lasiandra","No","Moderate",25,"None","High","High",11000,20,"Mid Spring","Tree","Spring"
"1775","SALUL","Salix lucida ssp. lasiandra","No","Moderate",25,"None","High","High",11000,20,"Mid Spring","Shrub","Spring"
"1776","SALU2","Salix lutea","No","Rapid",16,"Low","High","High",1700,10,"Spring","Tree","Spring"
"1777","SALU2","Salix lutea","No","Rapid",16,"Low","High","High",1700,10,"Spring","Shrub","Spring"
"1778","SAMO2","Salix monticola","Yes","Moderate",12,"Medium","Medium","Low",1600,36,"Late Spring","Tree","Spring"
"1779","SAMO2","Salix monticola","Yes","Moderate",12,"Medium","Medium","Low",1600,36,"Late Spring","Shrub","Spring"
"1780","SANI","Salix nigra","No","Rapid",100,"Low","Low","High",1200,32,"Early Spring","Tree","Spring"
"1781","SAOR","Salix orestera","No","Rapid",10,"Low","High","High",2700,12,"Mid Spring","Shrub","Spring"
"1782","SAPE4","Salix pentandra","Yes","Rapid",60,"Low","High","High",300,12,"Summer","Tree","Spring"
"1783","SAPL2","Salix planifolia","No","Rapid",8,"Low","High","Medium",2700,16,"Late Spring","Tree","Spring"
"1784","SAPL2","Salix planifolia","No","Rapid",8,"Low","High","Medium",2700,16,"Late Spring","Subshrub","Spring"
"1785","SAPL2","Salix planifolia","No","Rapid",8,"Low","High","Medium",2700,16,"Late Spring","Shrub","Spring"
"1786","SAPR3","Salix prolixa","Yes","Moderate",45,"Medium","Medium","Low",1200,36,"Early Spring","Tree","Spring"
"1787","SAPR3","Salix prolixa","Yes","Moderate",45,"Medium","Medium","Low",1200,36,"Early Spring","Shrub","Spring"
"1788","SARI4","Salix richardsonii","Yes","Slow",15,"Medium","Medium","Low",1600,17,"Early Summer","Shrub","Spring"
"1789","SARI4","Salix richardsonii","Yes","Slow",15,"Medium","Medium","Low",1600,17,"Early Summer","Tree","Spring"
"1790","SASC","Salix scouleriana","No","Rapid",50,"Medium","High","High",7000,12,"Early Spring","Tree","Spring"
"1791","SASC","Salix scouleriana","No","Rapid",50,"Medium","High","High",7000,12,"Early Spring","Shrub","Spring"
"1792","SASE","Salix sericea","No","Rapid",12,"Low","High","High",1700,18,"Mid Spring","Shrub","Spring"
"1793","SASE","Salix sericea","No","Rapid",12,"Low","High","High",1700,18,"Mid Spring","Tree","Spring"
"1794","SASE3","Salix sessilifolia","No","Rapid",20,"Medium","High","Medium",1200,24,"Early Summer","Shrub","Spring"
"1795","SASE3","Salix sessilifolia","No","Rapid",20,"Medium","High","Medium",1200,24,"Early Summer","Tree","Spring"
"1796","SADO4","Salvia dorrii","No","Moderate",2,"Medium","High","Medium",2700,14,"Late Spring","Subshrub","Spring"
"1797","SADO4","Salvia dorrii","No","Moderate",2,"Medium","High","Medium",2700,14,"Late Spring","Shrub","Spring"
"1798","SANIC4","Sambucus nigra ssp. canadensis","No","Rapid",7,"Medium","Medium","Medium",1700,16,"Spring","Tree","Spring"
"1799","SANIC4","Sambucus nigra ssp. canadensis","No","Rapid",7,"Medium","Medium","Medium",1700,16,"Spring","Shrub","Spring"
"1800","SANIC5","Sambucus nigra ssp. cerulea","No","Rapid",23,"High","Medium","Low",3450,12,"Spring","Tree","Spring"
"1801","SANIC5","Sambucus nigra ssp. cerulea","No","Rapid",23,"High","Medium","Low",3450,12,"Spring","Shrub","Spring"
"1802","SARAR3","Sambucus racemosa var. racemosa","No","Moderate",18,"Low","High","High",700,24,"Mid Summer","Shrub","Spring"
"1803","SARAR3","Sambucus racemosa var. racemosa","No","Moderate",18,"Low","High","High",700,24,"Mid Summer","Tree","Spring"
"1804","SASAD","Sapindus saponaria var. drummondii","No","Moderate",20,"High","None","Low",1200,12,"Spring","Tree","Summer"
"1805","SASAD","Sapindus saponaria var. drummondii","No","Moderate",20,"High","None","Low",1200,12,"Spring","Shrub","Summer"
"1806","SAOF4","Saponaria officinalis","No","Moderate",2,"High","High","Medium",4800,10,"Late Spring","Forb/herb","Spring"
"1807","SAAL5","Sassafras albidum","No","Moderate",75,"High","Low","Low",1200,18,"Late Spring","Tree","Spring"
"1808","SAAL5","Sassafras albidum","No","Moderate",75,"High","Low","Low",1200,18,"Late Spring","Shrub","Spring"
"1809","SCSE6","Scaevola sericea","Yes","Moderate",10,"High","Medium","Low",1200,20,"Indeterminate","Shrub","Year Round"
"1810","SCMO10","Schefflera morototonii","No","Rapid",56,"Low","Medium","High",700,42,"Fall","Tree","Spring"
"1811","SCMO10","Schefflera morototonii","No","Rapid",56,"Low","Medium","High",700,42,"Fall","Tree","Summer"
"1812","SCMO10","Schefflera morototonii","No","Rapid",56,"Low","Medium","High",700,42,"Fall","Tree","Fall"
"1813","SCTE","Schinus terebinthifolius","No","Moderate",30,"Low","Medium","High",300,12,"Summer","Tree","Year Round"
"1814","SCTE","Schinus terebinthifolius","No","Moderate",30,"Low","Medium","High",300,12,"Summer","Shrub","Year Round"
"1815","SCACA","Schoenoplectus acutus var. acutus","No","Moderate",10,"Medium","Medium","High",4800,14,"Late Spring","Graminoid","Summer"
"1816","SCCA11","Schoenoplectus californicus","No","Moderate",7,"Low","High","High",4800,14,"Late Spring","Graminoid","Summer"
"1817","SCHE5","Schoenoplectus heterochaetus","No","Moderate",5,"Low","Medium","High",4800,14,"Late Summer","Graminoid","Summer"
"1818","SCPUP5","Schoenoplectus pungens var. pungens","Yes","Moderate",5,"Low","Medium","High",4800,14,"Late Spring","Graminoid","Summer"
"1819","SCTA2","Schoenoplectus tabernaemontani","No","Rapid",9,"None","High","High",1700,16,"Late Spring","Graminoid","Spring"
"1820","SCTA2","Schoenoplectus tabernaemontani","No","Rapid",9,"None","High","High",1700,16,"Late Spring","Graminoid","Summer"
"1821","SCTA2","Schoenoplectus tabernaemontani","No","Rapid",9,"None","High","High",1700,16,"Late Spring","Graminoid","Fall"
"1822","SCAT2","Scirpus atrovirens","No","Moderate",6,"Low","Medium","Medium",4800,12,"Summer","Graminoid","Spring"
"1823","SCCY","Scirpus cyperinus","No","Moderate",5,"Low","Medium","High",4800,12,"Late Summer","Graminoid","Spring"
"1824","SCGE2","Scirpus georgianus","No","Moderate",4,"Low","High","Medium",4800,9,"Early Summer","Graminoid","Spring"
"1825","SCMI2","Scirpus microcarpus","No","Rapid",6,"None","High","Medium",4800,12,"Late Spring","Graminoid","Spring"
"1826","SCMI2","Scirpus microcarpus","No","Rapid",6,"None","High","Medium",4800,12,"Late Spring","Graminoid","Summer"
"1827","SCMI2","Scirpus microcarpus","No","Rapid",6,"None","High","Medium",4800,12,"Late Spring","Graminoid","Fall"
"1828","SCPA8","Scirpus pallidus","No","Rapid",5,"Low","High","Medium",4800,10,"Late Spring","Graminoid","Spring"
"1829","SCPE3","Scirpus pedicellatus","No","Moderate",7,"Low","Medium","High",4800,12,"Summer","Graminoid","Spring"
"1830","SCPE4","Scirpus pendulus","No","Moderate",4,"None","High","Medium",4800,10,"Mid Spring","Graminoid","Spring"
"1831","SCFE","Scolochloa festucacea","No","Moderate",5,"Low","Medium","High",4800,16,"Late Summer","Graminoid","Spring"
"1832","SEMA11","Senna marilandica","No","Rapid",7,"Medium","None","Low",3450,12,"Summer","Subshrub","Spring"
"1833","SEMA11","Senna marilandica","No","Rapid",7,"Medium","None","Low",3450,12,"Summer","Forb/herb","Spring"
"1834","SESE3","Sequoia sempervirens","Yes","Rapid",250,"Low","Low","Medium",800,40,"Fall","Tree","Spring"
"1835","SEGI2","Sequoiadendron giganteum","No","Slow",200,"Medium","None","Medium",800,40,"Mid Spring","Tree","Spring"
"1836","SERE2","Serenoa repens","No","Slow",7,"High","High","High",100,18,"Late Spring","Tree","Spring"
"1837","SERE2","Serenoa repens","No","Slow",7,"High","High","High",100,18,"Late Spring","Shrub","Spring"
"1838","SEGR5","Sesbania grandiflora","No","Rapid",20,"High","Medium","Low",1600,24,"Spring","Shrub","Year Round"
"1839","SEGR5","Sesbania grandiflora","No","Rapid",20,"High","Medium","Low",1600,24,"Spring","Tree","Year Round"
"1840","SETO3","Sesbania tomentosa","No","Moderate",2,"High","Medium","Medium",1600,18,"Indeterminate","Shrub","Year Round"
"1841","SHAR","Shepherdia argentea","No","Rapid",18,"Medium","Medium","Medium",1800,24,"Late Spring","Tree","Spring"
"1842","SHAR","Shepherdia argentea","No","Rapid",18,"Medium","Medium","Medium",1800,24,"Late Spring","Shrub","Spring"
"1843","SHCA","Shepherdia canadensis","No","Rapid",6,"High","Medium","Medium",1800,24,"Late Spring","Shrub","Spring"
"1844","SILY","Sideroxylon lycioides","No","Rapid",10,"High","Low","Low",2400,24,"Early Summer","Tree","Spring"
"1845","SILY","Sideroxylon lycioides","No","Rapid",10,"High","Low","Low",2400,24,"Early Summer","Tree","Summer"
"1846","SILY","Sideroxylon lycioides","No","Rapid",10,"High","Low","Low",2400,24,"Early Summer","Tree","Fall"
"1847","SILY","Sideroxylon lycioides","No","Rapid",10,"High","Low","Low",2400,24,"Early Summer","Shrub","Spring"
"1848","SILY","Sideroxylon lycioides","No","Rapid",10,"High","Low","Low",2400,24,"Early Summer","Shrub","Summer"
"1849","SILY","Sideroxylon lycioides","No","Rapid",10,"High","Low","Low",2400,24,"Early Summer","Shrub","Fall"
"1850","SICH","Simmondsia chinensis","No","Moderate",7,"High","High","Low",1200,12,"Late Spring","Shrub","Summer"
"1851","SIAN3","Sisyrinchium angustifolium","No","Moderate",2,"Low","High","Medium",2700,4,"Mid Spring","Forb/herb","Spring"
"1852","SMBO2","Smilax bona-nox","No","Rapid",4,"Medium","High","Medium",10912,12,"Spring","Shrub","Spring"
"1853","SMBO2","Smilax bona-nox","No","Rapid",4,"Medium","High","Medium",10912,12,"Spring","Vine","Spring"
"1854","SMGL","Smilax glauca","No","Rapid",1,"Medium","High","Medium",10912,12,"Spring","Shrub","Spring"
"1855","SMGL","Smilax glauca","No","Rapid",1,"Medium","High","Medium",10912,12,"Spring","Vine","Spring"
"1856","SMLA","Smilax laurifolia","No","Rapid",1,"Low","Medium","High",10912,12,"Late Summer","Shrub","Spring"
"1857","SMLA","Smilax laurifolia","No","Rapid",1,"Low","Medium","High",10912,12,"Late Summer","Vine","Spring"
"1858","SMRO","Smilax rotundifolia","No","Slow",1,"Medium","Low","Medium",4800,12,"Spring","Vine","Summer"
"1859","SMRO","Smilax rotundifolia","No","Slow",1,"Medium","Low","Medium",4800,12,"Spring","Shrub","Summer"
"1860","SMSM","Smilax smallii","No","Rapid",1,"Low","Medium","Medium",10912,12,"Spring","Shrub","Spring"
"1861","SMSM","Smilax smallii","No","Rapid",1,"Low","Medium","Medium",10912,12,"Spring","Vine","Spring"
"1862","SMWA","Smilax walteri","No","Rapid",1,"Low","High","High",10912,12,"Spring","Shrub","Spring"
"1863","SMWA","Smilax walteri","No","Rapid",1,"Low","High","High",10912,12,"Spring","Vine","Spring"
"1864","SOLYL","Solanum lycopersicum var. lycopersicum","No","Rapid",6,"Low","None","High",2700,24,"Indeterminate","Forb/herb","Year Round"
"1865","SOME","Solanum melongena","No","Rapid",4,"Low","None","High",2700,24,"Indeterminate","Subshrub","Year Round"
"1866","SOME","Solanum melongena","No","Rapid",4,"Low","None","High",2700,24,"Indeterminate","Forb/herb","Year Round"
"1867","SOCA4","Solidago caesia","No","Moderate",3,"Low","High","Medium",2700,8,"Late Spring","Forb/herb","Spring"
"1868","SOCA6","Solidago canadensis","No","Rapid",4,"Medium","High","Medium",10000,12,"Late Summer","Forb/herb","Spring"
"1869","SOFI","Solidago fistulosa","No","Moderate",7,"Low","None","High",3450,6,"Late Summer","Forb/herb","Summer"
"1870","SOFL2","Solidago flexicaulis","No","Moderate",3,"Medium","High","Medium",2700,8,"Late Summer","Forb/herb","Spring"
"1871","SOFL2","Solidago flexicaulis","No","Moderate",3,"Medium","High","Medium",2700,8,"Late Summer","Forb/herb","Summer"
"1872","SOFL2","Solidago flexicaulis","No","Moderate",3,"Medium","High","Medium",2700,8,"Late Summer","Forb/herb","Fall"
"1873","SOMI2","Solidago missouriensis","No","Moderate",3,"High","High","Low",2700,8,"Late Summer","Forb/herb","Spring"
"1874","SOMI2","Solidago missouriensis","No","Moderate",3,"High","High","Low",2700,8,"Late Summer","Forb/herb","Summer"
"1875","SOMI2","Solidago missouriensis","No","Moderate",3,"High","High","Low",2700,8,"Late Summer","Forb/herb","Fall"
"1876","SONE","Solidago nemoralis","No","Rapid",2,"Medium","High","Medium",11000,12,"Summer","Forb/herb","Spring"
"1877","SOPA2","Solidago patula","No","Moderate",7,"Low","None","High",3450,6,"Fall","Forb/herb","Summer"
"1878","SORU2","Solidago rugosa","No","Rapid",3,"Medium","High","Medium",11000,12,"Late Summer","Forb/herb","Spring"
"1879","SOSE","Solidago sempervirens","Yes","Moderate",4,"Medium","High","Low",4800,14,"Late Summer","Forb/herb","Spring"
"1880","SOULU","Solidago uliginosa var. uliginosa","No","Moderate",2,"Low","High","High",2700,6,"Mid Summer","Forb/herb","Spring"
"1881","SOULU","Solidago uliginosa var. uliginosa","No","Moderate",2,"Low","High","High",2700,6,"Mid Summer","Forb/herb","Summer"
"1882","SOULU","Solidago uliginosa var. uliginosa","No","Moderate",2,"Low","High","High",2700,6,"Mid Summer","Forb/herb","Fall"
"1883","SOCH","Sophora chrysophylla","No","Moderate",40,"Medium","Medium","Medium",1600,24,"Winter","Tree","Year Round"
"1884","SOCH","Sophora chrysophylla","No","Moderate",40,"Medium","Medium","Medium",1600,24,"Winter","Shrub","Year Round"
"1885","SOSE3","Sophora secundiflora","No","Moderate",15,"Medium","Low","Medium",2700,24,"Early Spring","Tree","Spring"
"1886","SOSE3","Sophora secundiflora","No","Moderate",15,"Medium","Low","Medium",2700,24,"Early Spring","Shrub","Spring"
"1887","SOAM3","Sorbus americana","No","Moderate",40,"Low","Low","Medium",1200,28,"Early Summer","Tree","Spring"
"1888","SOAM3","Sorbus americana","No","Moderate",40,"Low","Low","Medium",1200,28,"Early Summer","Shrub","Spring"
"1889","SOAU","Sorbus aucuparia","No","Rapid",40,"Low","None","Medium",1200,28,"Late Spring","Tree","Spring"
"1890","SOAU","Sorbus aucuparia","No","Rapid",40,"Low","None","Medium",1200,28,"Late Spring","Shrub","Spring"
"1891","SODE3","Sorbus decora","No","Slow",40,"Low","Medium","Low",1200,36,"Early Summer","Tree","Summer"
"1892","SODE3","Sorbus decora","No","Slow",40,"Low","Medium","Low",1200,36,"Early Summer","Shrub","Summer"
"1893","SOSC2","Sorbus scopulina","No","Moderate",12,"None","None","Medium",1200,12,"Summer","Tree","Spring"
"1894","SOSC2","Sorbus scopulina","No","Moderate",12,"None","None","Medium",1200,12,"Summer","Shrub","Spring"
"1895","SOSIG","Sorbus sitchensis var. grayi","No","Slow",15,"Low","Low","Medium",1700,16,"Late Spring","Tree","Spring"
"1896","SOSIG","Sorbus sitchensis var. grayi","No","Slow",15,"Low","Low","Medium",1700,16,"Late Spring","Shrub","Spring"
"1897","SOHA","Sorghum halepense","No","Rapid",4,"Low","High","High",11000,10,"Late Summer","Graminoid","Summer"
"1898","SPAM","Sparganium americanum","No","Moderate",3,"None","None","High",4800,8,"Indeterminate","Forb/herb","Spring"
"1899","SPEU","Sparganium eurycarpum","No","Moderate",5,"None","None","High",4800,12,"Indeterminate","Forb/herb","Spring"
"1900","SPAL","Spartina alterniflora","No","Moderate",4,"None","High","High",40000,12,"Late Spring","Graminoid","Spring"
"1901","SPBA","Spartina bakeri","No","Moderate",7,"None","Low","High",10912,12,"Summer","Graminoid","Summer"
"1902","SPCY","Spartina cynosuroides","No","Moderate",8,"None","High","High",11000,20,"Spring","Graminoid","Spring"
"1903","SPGR","Spartina gracilis","No","Moderate",3,"Medium","High","Medium",4800,14,"Late Summer","Graminoid","Spring"
"1904","SPPA","Spartina patens","No","Moderate",3,"Medium","High","Medium",19000,10,"Early Summer","Graminoid","Spring"
"1905","SPPE","Spartina pectinata","No","Rapid",8,"Low","High","High",4800,18,"Mid Summer","Graminoid","Spring"
"1906","SPSP","Spartina spartinae","No","Moderate",7,"Medium","High","Medium",3700,18,"Late Summer","Graminoid","Spring"
"1907","SPAM2","Sphaeralcea ambigua","No","Rapid",5,"High","High","Low",11000,12,"Early Spring","Subshrub","Spring"
"1908","SPAM2","Sphaeralcea ambigua","No","Rapid",5,"High","High","Low",11000,12,"Early Spring","Forb/herb","Spring"
"1909","SPCO","Sphaeralcea coccinea","No","Rapid",2,"High","Medium","Low",4800,6,"Spring","Subshrub","Spring"
"1910","SPCO","Sphaeralcea coccinea","No","Rapid",2,"High","Medium","Low",4800,6,"Spring","Forb/herb","Spring"
"1911","SPGR2","Sphaeralcea grossulariifolia","No","Moderate",2,"Medium","Medium","Low",2700,12,"Late Spring","Subshrub","Spring"
"1912","SPGR2","Sphaeralcea grossulariifolia","No","Moderate",2,"Medium","Medium","Low",2700,12,"Late Spring","Forb/herb","Spring"
"1913","SPOB","Sphenopholis obtusata","No","Moderate",3,"Low","None","Medium",43560,4,"Spring","Graminoid","Spring"
"1914","SPAL2","Spiraea alba","No","Moderate",3,"Low","High","Medium",2700,12,"Late Spring","Shrub","Spring"
"1915","SPBE2","Spiraea betulifolia","No","Moderate",3,"Low","Medium","High",2700,14,"Early Summer","Shrub","Spring"
"1916","SPDO","Spiraea douglasii","No","Moderate",7,"Medium","High","Low",2700,16,"Mid Summer","Shrub","Spring"
"1917","SPJA","Spiraea japonica","No","Moderate",2,"Medium","Medium","Medium",2700,14,"Fall","Shrub","Spring"
"1918","SPPR","Spiraea prunifolia","No","Rapid",7,"Low","Medium","High",1200,18,"Mid Spring","Shrub","Spring"
"1919","SPTO2","Spiraea tomentosa","No","Moderate",4,"Medium","Medium","Low",4800,14,"Summer","Shrub","Spring"
"1920","SPTR2","Spiraea trilobata","No","Moderate",4,"Medium","Medium","Medium",1700,14,"Early Summer","Shrub","Spring"
"1921","SPCE","Spiranthes cernua","No","Moderate",2,"None","Medium","High",10000,8,"Late Summer","Forb/herb","Spring"
"1922","SPVI3","Sporobolus virginicus","No","Moderate",2,"High","Medium","Low",16000,18,"Summer","Graminoid","Year Round"
"1923","STPA","Stachys palustris","No","Moderate",3,"Low","Medium","High",1700,10,"Late Spring","Forb/herb","Spring"
"1924","STTE","Stachys tenuifolia","No","Moderate",25,"Low","Medium","High",1700,10,"Late Spring","Forb/herb","Spring"
"1925","STLO","Stellaria longifolia","No","Moderate",2,"None","Medium","High",11000,8,"Late Spring","Forb/herb","Spring"
"1926","STLO2","Stellaria longipes","No","Moderate",1,"Low","Medium","High",11000,8,"Mid Spring","Forb/herb","Spring"
"1927","STUM","Stellaria umbellata","No","Moderate",1,"None","Low","High",4800,8,"Summer","Forb/herb","Spring"
"1928","STARA","Stenotus armerioides var. armerioides","No","Moderate",1,"High","Medium","Low",4800,14,"Late Spring","Subshrub","Spring"
"1929","STARA","Stenotus armerioides var. armerioides","No","Moderate",1,"High","Medium","Low",4800,14,"Late Spring","Forb/herb","Spring"
"1930","SWMA","Swietenia macrophylla","No","Rapid",60,"High","None","Low",300,60,"Spring","Tree","Year Round"
"1931","SYAL","Symphoricarpos albus","No","Moderate",3,"High","High","Medium",1700,18,"Early Summer","Subshrub","Spring"
"1932","SYAL","Symphoricarpos albus","No","Moderate",3,"High","High","Medium",1700,18,"Early Summer","Shrub","Spring"
"1933","SYOC","Symphoricarpos occidentalis","No","Moderate",3,"High","High","Low",4850,18,"Late Spring","Shrub","Spring"
"1934","SYOR","Symphoricarpos orbiculatus","Yes","Moderate",2,"Medium","High","High",4800,18,"Mid Spring","Shrub","Spring"
"1935","SYOR2","Symphoricarpos oreophilus","No","Moderate",5,"High","High","Low",2700,12,"Late Spring","Shrub","Spring"
"1936","SYCHC","Symphyotrichum chilense var. chilense","No","Slow",4,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Spring"
"1937","SYCHC","Symphyotrichum chilense var. chilense","No","Slow",4,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Summer"
"1938","SYCHC","Symphyotrichum chilense var. chilense","No","Slow",4,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Fall"
"1939","SYCHI","Symphyotrichum chilense var. invenustum","No","Moderate",3,"Low","High","Medium",4800,10,"Late Summer","Forb/herb","Spring"
"1940","SYCO4","Symphyotrichum cordifolium","No","Moderate",5,"Medium","High","Low",11000,10,"Summer","Forb/herb","Spring"
"1941","SYCO4","Symphyotrichum cordifolium","No","Moderate",5,"Medium","High","Low",11000,10,"Summer","Forb/herb","Summer"
"1942","SYCO4","Symphyotrichum cordifolium","No","Moderate",5,"Medium","High","Low",11000,10,"Summer","Forb/herb","Fall"
"1943","SYFOF","Symphyotrichum foliaceum var. foliaceum","No","Moderate",2,"Low","High","Medium",11000,10,"Mid Summer","Forb/herb","Spring"
"1944","SYFOF","Symphyotrichum foliaceum var. foliaceum","No","Moderate",2,"Low","High","Medium",11000,10,"Mid Summer","Forb/herb","Summer"
"1945","SYFOF","Symphyotrichum foliaceum var. foliaceum","No","Moderate",2,"Low","High","Medium",11000,10,"Mid Summer","Forb/herb","Fall"
"1946","SYLAL3","Symphyotrichum laeve var. laeve","No","Moderate",4,"Medium","High","Medium",11000,10,"Mid Summer","Forb/herb","Spring"
